Hour,Demand,Reserves
3261,20903,1667
3262,20041,1020
3263,18153,1071
3264,16234,1607
3265,14835,773
3266,13998,1252
3267,13525,1266
3268,13294,672
3269,13440,1305
3270,14289,1246
3271,15800,1387
3272,16749,1079
3273,17400,934
3274,18158,1753
3275,19109,1380
3276,20061,1176
3277,21002,1063
3278,22283,2078
3279,23426,2046
3280,24377,1304
3281,25316,2384
3282,25656,2126
3283,25356,2519
3284,24274,1253
3285,23320,2277
3286,22203,1139
3287,20360,1608
3288,18435,1123
3289,16703,1547
3290,15564,1444
3291,14750,1023
3292,14189,1272
3293,13926,1214
3294,13973,974
3295,14116,786
3296,15045,1224
3297,16664,1377
3298,18429,1599
3299,20353,1069
3300,22136,1550
3301,23743,2040
3302,24996,1849
3303,25955,1747
3304,26604,2283
3305,26938,1983
3306,27061,1766
3307,26548,1551
3308,25480,2110
3309,24328,2362
3310,22997,1855
3311,21001,1176
3312,19000,1127
3313,17284,1160
3314,15967,1109
3315,15138,1365
3316,14511,1351
3317,14197,1394
3318,14119,1113
3319,14114,1174
3320,15089,855
3321,16879,1505
3322,18717,1699
3323,20415,1163
3324,21854,1738
3325,23477,2328
3326,24647,1693
3327,25550,1533
3328,26149,2426
3329,26466,1736
3330,26527,1760
3331,26232,1706
3332,25300,2399
3333,24288,1672
3334,23038,2229
3335,20898,1055
3336,18846,1223
3337,17125,1598
3338,16014,1439
3339,15310,1188
3340,14970,1018
3341,15048,1431
3342,15968,1583
3343,17594,1314
3344,18802,1594
3345,19600,1064
3346,20677,2028
3347,22149,1461
3348,23672,1715
3349,25059,2149
3350,26463,2322
3351,27290,1366
3352,27663,2527
3353,27832,2305
3354,27797,2594
3355,27351,1602
3356,26271,1963
3357,25215,1899
3358,23783,1866
3359,21374,1694
3360,19041,1896
3361,17320,1263
3362,16179,1617
3363,15400,1243
3364,14929,983
3365,14894,1234
3366,15633,1147
3367,17078,943
3368,18214,1274
3369,19067,1368
3370,20136,1594
3371,21349,1110
3372,22693,2263
3373,23926,1562
3374,25262,2366
3375,26335,2368
3376,27368,1820
3377,28142,2502
3378,28305,1595
3379,27895,1666
3380,26673,1677
3381,25300,1626
3382,23885,1634
3383,21324,1232
3384,18906,1000
3385,17131,1478
3386,15982,1437
3387,15228,843
3388,14790,1304
3389,14801,1135
3390,15587,1544
3391,17054,1076
3392,17979,1550
3393,18418,1792
3394,18876,1565
3395,19558,1837
3396,20197,1968
3397,20831,1373
3398,21575,1298
3399,22165,1246
3400,22797,1749
3401,23596,1339
3402,23872,1402
3403,23706,1513
3404,23091,2002
3405,22606,1198
3406,21868,1175
3407,19961,1702
3408,17980,1468
3409,16478,1089
3410,15513,1392
3411,14937,829
3412,14639,1053
3413,14767,1312
3414,15714,1485
3415,17292,1254
3416,18313,1340
3417,18942,1260
3418,19778,1623
3419,20712,1375
3420,21713,2054
3421,22685,1463
3422,24049,1844
3423,25052,2117
3424,26154,1643
3425,26975,1888
3426,27247,2697
3427,26968,1778
3428,26184,1585
3429,25423,2026
3430,24344,2263
3431,22146,1395
3432,19916,1033
3433,18198,1260
3434,16965,1500
3435,16198,817
3436,15680,805
3437,15690,803
3438,16381,1563
3439,17725,1579
3440,19058,1230
3441,20382,1776
3442,22056,2006
3443,24035,1663
3444,25856,2439
3445,27362,2097
3446,28730,2860
3447,29416,2082
3448,30086,2344
3449,30502,2710
3450,30334,2468
3451,29831,2402
3452,28599,1525
3453,27164,1955
3454,25742,2328
3455,23572,1201
3456,21085,1927
3457,19051,1875
3458,17568,1324
3459,16500,989
3460,15712,940
3461,15294,1488
3462,15238,1138
3463,15263,1193
3464,16046,1461
3465,17758,1441
3466,19705,1823
3467,21938,1882
3468,23741,2269
3469,25404,1871
3470,26732,1778
3471,27742,2046
3472,28544,1735
3473,28918,2257
3474,29035,2732
3475,28630,2561
3476,27434,1677
3477,26144,2568
3478,24957,2484
3479,23057,1945
3480,21083,1863
3481,19271,1347
3482,17927,1276
3483,16934,1122
3484,16216,856
3485,15744,1497
3486,15525,1432
3487,15399,1059
3488,16377,1207
3489,18419,1797
3490,20715,1894
3491,22819,1218
3492,24564,2324
3493,25946,2434
3494,27037,2197
3495,27820,1649
3496,28411,2604
3497,28811,1684
3498,29027,1570
3499,28539,1513
3500,27273,2053
3501,25645,2432
3502,24273,1366
3503,22166,1690
3504,20003,1760
3505,18157,1251
3506,16769,1367
3507,15857,1028
3508,15232,1445
3509,14940,1450
3510,14954,1350
3511,14935,837
3512,15817,826
3513,17623,1180
3514,19890,1953
3515,22192,1122
3516,24185,1230
3517,25668,2310
3518,26830,2090
3519,27832,1855
3520,28346,2553
3521,28715,1854
3522,28882,2051
3523,28171,2330
3524,27066,1607
3525,26001,2362
3526,24649,1295
3527,22266,2113
3528,19914,1404
3529,18089,1222
3530,16825,1395
3531,16018,1474
3532,15484,1081
3533,15433,1019
3534,16201,1135
3535,17573,1475
3536,19061,1085
3537,20677,1887
3538,22612,1478
3539,24910,2406
3540,26965,2484
3541,28672,2502
3542,29986,2371
3543,30889,1801
3544,31532,1641
3545,31890,1981
3546,31807,1999
3547,31521,2581
3548,30406,2967
3549,28786,2742
3550,27095,2471
3551,24313,2412
3552,21664,1548
3553,19547,1771
3554,18179,945
3555,17228,1014
3556,16614,959
3557,16480,1310
3558,17107,1314
3559,18423,1421
3560,19803,1494
3561,21135,1617
3562,23046,1493
3563,25230,2418
3564,27397,2017
3565,29081,2392
3566,30525,2587
3567,31360,2191
3568,31853,2755
3569,32170,2988
3570,32058,1898
3571,31728,2200
3572,30409,1581
3573,28786,2203
3574,27028,1358
3575,24253,1470
3576,21623,1944
3577,19590,1030
3578,18146,1381
3579,17153,1375
3580,16514,1146
3581,16379,1625
3582,17092,1148
3583,18339,1068
3584,19627,1095
3585,20938,1153
3586,22782,1161
3587,24996,2014
3588,27016,2373
3589,28658,1940
3590,30214,1682
3591,31231,2497
3592,31538,2368
3593,31880,2384
3594,31607,2506
3595,31042,1884
3596,29784,2481
3597,28414,1867
3598,27005,1499
3599,24504,2166
3600,21985,1553
3601,20007,1460
3602,18595,967
3603,17631,1022
3604,16993,1550
3605,16853,1235
3606,17476,893
3607,18633,1133
3608,19821,1233
3609,20970,1871
3610,22579,2091
3611,24412,1837
3612,26053,1976
3613,27341,2480
3614,28384,1683
3615,28706,1674
3616,28572,1467
3617,28199,2789
3618,27340,2363
3619,25947,1513
3620,24150,2004
3621,22871,1886
3622,21718,1541
3623,20044,1263
3624,18177,1778
3625,16509,1213
3626,15338,1457
3627,14532,1386
3628,14030,703
3629,13811,739
3630,13918,886
3631,13975,987
3632,14832,868
3633,16094,1390
3634,17341,1498
3635,18477,1498
3636,19687,1294
3637,20792,1361
3638,21806,1632
3639,22722,1293
3640,23583,2298
3641,24228,1566
3642,24444,2063
3643,24046,2272
3644,22963,1852
3645,21876,1323
3646,21028,1469
3647,19360,1365
3648,17564,1594
3649,15969,1358
3650,14836,1405
3651,14123,1279
3652,13647,1141
3653,13344,1208
3654,13344,1071
3655,13306,922
3656,14191,1346
3657,15839,1000
3658,17595,1173
3659,19214,1385
3660,20862,1910
3661,22341,1415
3662,23468,1911
3663,24430,2070
3664,25237,2422
3665,25909,2317
3666,26238,2506
3667,25861,1889
3668,24831,2290
3669,23802,1533
3670,22721,1145
3671,20660,1537
3672,18568,1237
3673,16916,1613
3674,15750,1503
3675,15020,1154
3676,14575,739
3677,14628,1399
3678,15424,808
3679,16752,989
3680,17910,1574
3681,18948,1626
3682,20125,1089
3683,21561,1239
3684,22879,1331
3685,24005,1523
3686,25035,1894
3687,25779,1705
3688,26361,2253
3689,26747,2360
3690,26739,1859
3691,26156,1858
3692,24862,1684
3693,23716,2053
3694,22495,1476
3695,20180,1696
3696,17924,1772
3697,16266,1266
3698,15152,1106
3699,14503,1286
3700,14124,820
3701,14162,1037
3702,14902,1022
3703,16181,858
3704,17139,1349
3705,17613,1646
3706,18311,1006
3707,19165,1906
3708,20093,1537
3709,21037,1498
3710,22241,1414
3711,23377,2003
3712,24543,1908
3713,25445,1539
3714,25864,1986
3715,25645,2493
3716,24762,1616
3717,23857,1473
3718,22919,1783
3719,20976,1183
3720,18968,1534
3721,17407,1479
3722,16390,1243
3723,15802,1219
3724,15427,1456
3725,15456,1367
3726,16399,1354
3727,17787,1528
3728,18923,986
3729,19776,1785
3730,20749,1984
3731,21954,1895
3732,23078,1565
3733,24112,2397
3734,25024,1493
3735,25515,1547
3736,25539,1280
3737,25163,1967
3738,24739,2252
3739,24236,1871
3740,23599,2350
3741,23175,1759
3742,22674,2148
3743,21001,1815
3744,19191,1822
3745,17770,1442
3746,16834,1509
3747,16233,1522
3748,15863,831
3749,15917,1138
3750,16727,996
3751,18033,1144
3752,19355,983
3753,20467,1456
3754,21669,1526
3755,23021,2178
3756,24229,2324
3757,25194,2152
3758,25984,1840
3759,26436,1494
3760,26804,2081
3761,26770,2227
3762,26344,1910
3763,25665,1729
3764,24718,1807
3765,24064,1805
3766,23308,1619
3767,21496,1972
3768,19571,1467
3769,18023,1236
3770,16999,1413
3771,16357,946
3772,16010,1255
3773,16030,831
3774,16778,1626
3775,18055,1059
3776,19098,1019
3777,19852,1896
3778,20557,1769
3779,21231,1930
3780,21680,1717
3781,21889,1981
3782,22050,2135
3783,22011,2091
3784,21927,1294
3785,22013,1199
3786,21959,1790
3787,21620,1631
3788,21079,1464
3789,20904,1151
3790,20504,1457
3791,19385,1343
3792,17987,1778
3793,16709,1388
3794,15860,1340
3795,15279,873
3796,14901,1403
3797,14810,919
3798,14997,1465
3799,15245,1407
3800,15980,903
3801,17231,935
3802,18600,1674
3803,19886,1795
3804,20871,1239
3805,21669,1386
3806,22413,1661
3807,22867,1305
3808,23055,1635
3809,22969,1678
3810,22519,1347
3811,21631,1742
3812,20750,1318
3813,20371,1774
3814,19844,1597
3815,18693,1612
3816,17389,1557
3817,16159,1138
3818,15412,930
3819,14839,899
3820,14509,1254
3821,14278,1392
3822,14358,1150
3823,14496,909
3824,15142,867
3825,16379,1113
3826,17382,1273
3827,18072,1451
3828,18604,936
3829,19288,994
3830,19906,1894
3831,20364,1849
3832,20810,1183
3833,21364,2120
3834,21587,1859
3835,21353,1115
3836,20849,1550
3837,20608,1959
3838,20182,1652
3839,18914,1424
3840,17423,888
3841,16221,1449
3842,15411,1426
3843,14919,1196
3844,14747,845
3845,14988,806
3846,15917,846
3847,17290,1550
3848,18574,1178
3849,19652,1197
3850,20636,1823
3851,21817,2158
3852,22962,1975
3853,23946,2028
3854,24837,2110
3855,25609,1628
3856,26154,1370
3857,26177,2059
3858,26097,2054
3859,25494,2020
3860,24452,2197
3861,23730,1240
3862,23035,1710
3863,21283,1106
3864,19449,1795
3865,17976,1261
3866,16929,926
3867,16210,1605
3868,15784,1076
3869,15769,1481
3870,16320,958
3871,17336,1335
3872,18284,1766
3873,19057,1400
3874,19742,1929
3875,20523,1613
3876,21366,1943
3877,22114,1137
3878,22935,1744
3879,23744,1829
3880,24355,2378
3881,24823,2107
3882,24838,1614
3883,24373,1731
3884,23207,1300
3885,21984,2080
3886,21043,1673
3887,19208,1607
3888,17183,1530
3889,15599,1318
3890,14611,1011
3891,13965,996
3892,13688,1140
3893,13772,801
3894,14517,1172
3895,15554,1005
3896,16546,1517
3897,17143,864
3898,17706,1441
3899,18301,1423
3900,18764,1601
3901,19003,1392
3902,19226,1805
3903,19220,1022
3904,19073,1861
3905,19050,1138
3906,18942,1883
3907,18858,1449
3908,18680,977
3909,18587,1091
3910,18317,1397
3911,17152,1504
3912,15809,1189
3913,14827,911
3914,14235,1261
3915,13894,705
3916,13683,1052
3917,13849,878
3918,14669,865
3919,15824,837
3920,16778,1285
3921,17506,1056
3922,17987,1388
3923,18600,1340
3924,19206,1432
3925,19942,1303
3926,20859,1291
3927,21671,1230
3928,22330,1734
3929,22730,1654
3930,22841,1624
3931,22481,2109
3932,21684,1560
3933,20788,1672
3934,20270,1255
3935,18629,1065
3936,16708,1340
3937,15238,1229
3938,14282,863
3939,13639,1274
3940,13249,665
3941,13303,847
3942,13863,1358
3943,14715,991
3944,15762,1411
3945,16494,1022
3946,17025,1140
3947,17625,1365
3948,18022,999
3949,18559,1367
3950,19294,1506
3951,20036,1839
3952,20864,1075
3953,21686,1528
3954,22081,1131
3955,21846,1575
3956,20822,1678
3957,19592,1735
3958,18863,1762
3959,17387,1580
3960,15685,789
3961,14287,1009
3962,13383,1129
3963,12839,1000
3964,12531,868
3965,12475,889
3966,12614,701
3967,12801,1047
3968,13522,1015
3969,14553,1337
3970,15636,1022
3971,16620,860
3972,17566,1705
3973,18489,1574
3974,19492,1103
3975,20490,1269
3976,21509,1511
3977,22384,1728
3978,22851,1886
3979,22596,2108
3980,21701,1815
3981,20618,1061
3982,19945,1517
3983,18516,1165
3984,16794,1183
3985,15310,1239
3986,14318,803
3987,13630,1108
3988,13175,1043
3989,12988,1072
3990,13016,777
3991,13035,808
3992,14013,861
3993,15722,1249
3994,17468,1162
3995,19065,1406
3996,20569,1555
3997,22050,1962
3998,23483,1597
3999,24692,2286
4000,25702,1304
4001,26430,1577
4002,26894,1520
4003,26726,1720
4004,25857,1335
4005,24775,2041
4006,23994,1800
4007,22215,1288
4008,20188,1416
4009,18377,1577
4010,17210,1186
4011,16381,1241
4012,15932,971
4013,15912,878
4014,16600,847
4015,17722,1711
4016,19278,1762
4017,20999,1526
4018,22960,2177
4019,25183,1772
4020,27219,2266
4021,28866,2305
4022,30177,1528
4023,30735,2109
4024,30989,1568
4025,31017,1708
4026,30926,2132
4027,30378,1552
4028,29289,2522
4029,27986,1683
4030,26655,2379
4031,24380,2134
4032,22024,1892
4033,20077,1099
4034,18723,1021
4035,17823,1413
4036,17252,1444
4037,17116,952
4038,17680,1231
4039,18802,1544
4040,20090,1414
4041,21463,1792
4042,23008,1271
4043,24659,2319
4044,26068,1841
4045,27279,2196
4046,28459,1654
4047,28921,1617
4048,28998,1500
4049,28959,1459
4050,28683,2410
4051,27826,1901
4052,26696,1417
4053,25709,2323
4054,24535,1240
4055,22540,1462
4056,20479,1775
4057,18870,1312
4058,17809,1368
4059,17104,891
4060,16664,986
4061,16665,1045
4062,17427,994
4063,18624,1131
4064,19877,1390
4065,20723,1852
4066,21500,1113
4067,22501,1547
4068,23623,1454
4069,24845,2129
4070,26213,1778
4071,27388,2574
4072,28226,1569
4073,28771,1745
4074,28934,2623
4075,28510,2622
4076,27564,2114
4077,26465,2208
4078,25456,2158
4079,23463,2014
4080,21314,1453
4081,19632,1357
4082,18481,1400
4083,17652,1048
4084,17201,1293
4085,17206,1133
4086,17834,1460
4087,18938,1206
4088,20377,1845
4089,21814,1145
4090,23295,1631
4091,25145,2306
4092,26855,2217
4093,28190,1818
4094,29160,1696
4095,29193,2143
4096,28925,1977
4097,28371,1956
4098,27421,2044
4099,26695,1841
4100,25552,1692
4101,24279,1821
4102,23465,2237
4103,21718,1125
4104,19663,1331
4105,18100,1304
4106,17010,930
4107,16237,1615
4108,15703,1105
4109,15624,1508
4110,16110,822
4111,16941,971
4112,18360,1694
4113,19703,1087
4114,21093,2098
4115,22334,1444
4116,23491,2248
4117,24465,1459
4118,25418,2255
4119,26333,2156
4120,27035,1523
4121,27596,1440
4122,27672,2169
4123,27153,2650
4124,25925,2228
4125,24329,2011
4126,23153,1860
4127,21249,1781
4128,19173,1784
4129,17513,1533
4130,16368,1040
4131,15524,1446
4132,14953,1379
4133,14754,822
4134,14813,1172
4135,15000,1375
4136,15647,1395
4137,16833,1110
4138,18129,1695
4139,19566,1520
4140,21093,1406
4141,22649,1662
4142,24030,1728
4143,25068,1351
4144,25371,2514
4145,24544,1842
4146,23756,2013
4147,23066,1897
4148,22241,1993
4149,21509,1903
4150,21000,1690
4151,19645,1227
4152,17962,900
4153,16627,927
4154,15620,862
4155,14915,1248
4156,14452,1205
4157,14221,982
4158,14238,1393
4159,14278,951
4160,14941,1458
4161,16220,1486
4162,17414,1652
4163,18459,1545
4164,19484,1143
4165,20656,1661
4166,21578,1250
4167,22353,1312
4168,23000,1555
4169,23566,1809
4170,23990,1350
4171,24023,1928
4172,23396,1533
4173,22530,1308
4174,21837,1957
4175,20179,1757
4176,18290,1368
4177,16760,1306
4178,15713,862
4179,15053,943
4180,14714,922
4181,14829,1377
4182,15566,1055
4183,16765,1587
4184,18260,1595
4185,19880,1084
4186,21714,1783
4187,23884,2322
4188,26042,1445
4189,27939,1810
4190,29558,2724
4191,30629,2374
4192,31165,3116
4193,31417,3068
4194,31327,2320
4195,30892,2718
4196,29935,2648
4197,28539,2453
4198,26939,2166
4199,24475,1783
4200,22090,1791
4201,20160,1818
4202,18781,1800
4203,17809,1037
4204,17138,1439
4205,16926,1627
4206,17373,1683
4207,18178,1814
4208,19534,1732
4209,20895,1542
4210,22394,1307
4211,24144,2042
4212,25675,1436
4213,26879,1984
4214,28004,1646
4215,28802,1837
4216,29293,1931
4217,29429,2373
4218,29160,2517
4219,28607,2382
4220,27526,1614
4221,26358,1493
4222,25233,1569
4223,23057,1497
4224,20679,2007
4225,18834,1410
4226,17529,1620
4227,16638,1390
4228,16018,1382
4229,15879,1022
4230,16432,1258
4231,17353,1416
4232,18683,1188
4233,20125,1962
4234,21679,1532
4235,23342,1401
4236,24949,1422
4237,26327,2200
4238,27540,2552
4239,28509,2835
4240,29009,2239
4241,28984,2828
4242,28689,1691
4243,28019,2209
4244,26959,1710
4245,25821,2361
4246,24836,1299
4247,22696,1971
4248,20425,1552
4249,18663,1085
4250,17421,1739
4251,16643,1050
4252,16149,921
4253,16021,1139
4254,16614,1132
4255,17620,1602
4256,19043,1737
4257,20658,1469
4258,22479,1613
4259,24461,1579
4260,26336,1437
4261,28032,1685
4262,29362,2299
4263,30364,2056
4264,30843,2487
4265,30900,1731
4266,30998,1956
4267,30556,1554
4268,29311,1531
4269,27740,1595
4270,26448,2273
4271,24049,1792
4272,21623,1526
4273,19608,1215
4274,18163,1724
4275,17157,1017
4276,16475,1392
4277,16267,853
4278,16720,1185
4279,17502,1284
4280,18903,1231
4281,20592,1231
4282,22434,2090
4283,24550,2048
4284,26314,1493
4285,27997,1454
4286,29185,2571
4287,30031,1850
4288,30405,2981
4289,30343,2082
4290,29990,1862
4291,29080,2791
4292,27620,1784
4293,26206,2238
4294,25133,1292
4295,23184,1472
4296,21094,1342
4297,19197,1812
4298,17859,1433
4299,16863,930
4300,16158,1014
4301,15793,1148
4302,15772,1033
4303,15754,919
4304,16663,1482
4305,18491,1223
4306,20626,1387
4307,22765,1554
4308,24733,2313
4309,26440,2409
4310,27654,1810
4311,28454,1839
4312,29027,1937
4313,29406,1873
4314,29568,2367
4315,29009,2126
4316,27725,2403
4317,26285,1659
4318,25209,2121
4319,23211,1276
4320,21132,1255
4321,19329,1169
4322,17895,1385
4323,16824,1094
4324,16059,1412
4325,15638,1333
4326,15514,812
4327,15445,1177
4328,16334,1409
4329,18275,1203
4330,20565,1394
4331,22823,2169
4332,24910,2421
4333,26674,2086
4334,28077,1959
4335,29085,1561
4336,29815,2799
4337,30180,2433
4338,30223,1801
4339,29730,1564
4340,28681,2522
4341,27254,1372
4342,26083,2581
4343,24091,2320
4344,21843,1410
4345,19912,1318
4346,18652,1510
4347,17684,1644
4348,17044,1646
4349,16875,1426
4350,17383,1097
4351,18268,1314
4352,19520,1169
4353,21066,2055
4354,22953,1568
4355,24902,1283
4356,26665,1927
4357,28153,1411
4358,29373,2053
4359,30259,1960
4360,30869,2015
4361,31215,2517
4362,31117,1910
4363,30536,2092
4364,29321,2202
4365,27671,2378
4366,26351,2627
4367,24023,2120
4368,21543,2100
4369,19509,1939
4370,18095,1012
4371,17107,1350
4372,16518,937
4373,16350,1486
4374,16820,845
4375,17701,1178
4376,19098,1843
4377,20870,1920
4378,23198,2194
4379,25546,2522
4380,27488,1698
4381,29098,1607
4382,30493,2419
4383,31305,1785
4384,31796,2763
4385,31866,2903
4386,32025,1767
4387,31552,2988
4388,30580,3033
4389,29130,2797
4390,27816,2561
4391,25484,2260
4392,23048,1744
4393,21027,1254
4394,19560,1812
4395,18546,1460
4396,17818,1218
4397,17532,1615
4398,17911,1500
4399,18621,1028
4400,20022,1134
4401,21689,1547
4402,23730,1643
4403,25873,1777
4404,27877,1646
4405,29477,2921
4406,30660,1632
4407,31167,2448
4408,31515,2691
4409,31758,3055
4410,31584,1912
4411,30968,2838
4412,29663,1579
4413,28332,1944
4414,27104,1624
4415,25010,1339
4416,22899,1458
4417,21011,2082
4418,19532,1732
4419,18479,1515
4420,17690,1202
4421,17231,894
4422,17054,1190
4423,16888,962
4424,17537,1452
4425,19228,1149
4426,21511,1368
4427,23952,2246
4428,26180,2090
4429,27917,2586
4430,28966,2091
4431,28953,2750
4432,28038,2641
4433,26923,1684
4434,25823,2252
4435,24745,1731
4436,23524,1888
4437,22357,1587
4438,21390,1836
4439,20308,1538
4440,18975,1172
4441,17535,1202
4442,16455,975
4443,15744,836
4444,15339,989
4445,15272,936
4446,15696,950
4447,16243,1427
4448,17181,1570
4449,18470,1507
4450,19915,1901
4451,21482,1449
4452,23105,1404
4453,24540,1522
4454,25840,1515
4455,26724,1925
4456,27325,2644
4457,27736,2159
4458,27637,1932
4459,26993,1788
4460,25820,2229
4461,24588,1243
4462,23584,1386
4463,21896,1177
4464,20140,1906
4465,18582,1304
4466,17463,1713
4467,16644,951
4468,16123,1045
4469,15808,1213
4470,15854,1134
4471,15909,1551
4472,16622,1418
4473,17900,926
4474,19524,1283
4475,21275,1548
4476,23113,1625
4477,24861,2159
4478,26304,1976
4479,27235,1460
4480,27629,2681
4481,27799,2440
4482,27766,2776
4483,27334,2086
4484,26566,1689
4485,25567,2426
4486,24740,1588
4487,23011,1679
4488,21195,1976
4489,19575,1202
4490,18325,1491
4491,17376,1518
4492,16726,1427
4493,16395,1439
4494,16321,1128
4495,16212,909
4496,17114,1613
4497,19095,1884
4498,21391,1930
4499,23582,1260
4500,25497,2537
4501,27088,2412
4502,28156,2476
4503,28533,2834
4504,28590,2770
4505,28497,2504
4506,28222,1578
4507,27720,2420
4508,26831,2510
4509,25913,1952
4510,25136,1635
4511,23297,1185
4512,21369,1701
4513,19761,1649
4514,18571,1503
4515,17778,1406
4516,17296,988
4517,17300,1264
4518,18059,1044
4519,19126,1869
4520,20455,1324
4521,22031,1113
4522,23894,2001
4523,26042,2531
4524,28141,2596
4525,29854,1644
4526,31333,2984
4527,32040,1780
4528,32166,2496
4529,31804,2239
4530,31351,2498
4531,30544,2286
4532,29448,2058
4533,28195,1768
4534,27046,1510
4535,24896,2009
4536,22677,1555
4537,20940,1479
4538,19640,1161
4539,18733,1222
4540,18234,1649
4541,18112,1443
4542,18781,1791
4543,19811,1275
4544,20764,1203
4545,21496,1930
4546,22150,1980
4547,23186,2068
4548,24114,2300
4549,24935,1697
4550,25726,1750
4551,26294,1658
4552,26827,2541
4553,27128,1394
4554,27106,1546
4555,26776,1414
4556,26122,2520
4557,25319,1277
4558,24607,2368
4559,22713,1459
4560,20719,2066
4561,19089,1852
4562,17987,1568
4563,17266,1160
4564,16907,1119
4565,16970,1580
4566,17715,1288
4567,18764,1085
4568,20049,1230
4569,21377,1069
4570,22888,1466
4571,24637,1661
4572,26258,1317
4573,27672,1855
4574,29031,1551
4575,30091,2524
4576,30899,2369
4577,31443,2432
4578,31412,1759
4579,30953,1577
4580,29784,2062
4581,28394,2162
4582,27238,2337
4583,25049,1588
4584,22765,1378
4585,20838,1842
4586,19545,1027
4587,18630,942
4588,18063,1676
4589,18064,1438
4590,18773,1124
4591,19895,1161
4592,21064,1081
4593,22333,1234
4594,23831,1318
4595,25648,1718
4596,27446,2520
4597,29012,2567
4598,30379,2041
4599,31228,2881
4600,31476,1871
4601,31286,2634
4602,30591,1570
4603,29348,2620
4604,27794,2416
4605,26755,2157
4606,25633,2215
4607,23758,2342
4608,21752,1233
4609,20102,1337
4610,19014,1355
4611,18189,1508
4612,17732,1186
4613,17664,1704
4614,18221,1493
4615,19115,1132
4616,20171,1414
4617,21273,1518
4618,22642,2246
4619,24382,1521
4620,26258,2404
4621,27878,1563
4622,29288,1911
4623,30128,1808
4624,30519,2423
4625,30444,3033
4626,29847,2575
4627,28837,2093
4628,27787,1866
4629,26711,2371
4630,25917,1900
4631,24235,1980
4632,22301,2105
4633,20596,1177
4634,19323,1255
4635,18290,1142
4636,17757,1156
4637,17439,1441
4638,17477,1546
4639,17510,1524
4640,18454,1196
4641,20355,1649
4642,22598,2068
4643,24804,1274
4644,26794,2133
4645,28310,2345
4646,29185,1830
4647,29271,1690
4648,28866,2173
4649,28354,1448
4650,27766,2736
4651,26933,2455
4652,25824,2167
4653,24952,1979
4654,24205,1381
4655,22606,1361
4656,20853,1741
4657,19205,1766
4658,18015,1779
4659,17178,925
4660,16561,1637
4661,16173,1132
4662,16083,1188
4663,15990,1111
4664,16790,1529
4665,18603,1077
4666,20642,1488
4667,22659,1985
4668,24541,2257
4669,26221,1690
4670,27554,1959
4671,28621,2397
4672,29417,1717
4673,30003,2080
4674,30215,1674
4675,29909,2806
4676,28844,1896
4677,27505,2723
4678,26491,1587
4679,24247,1803
4680,22021,1327
4681,20151,1524
4682,18760,992
4683,17796,1097
4684,17247,1556
4685,17144,1603
4686,17765,1176
4687,18750,996
4688,20312,1727
4689,22013,2110
4690,24038,2152
4691,26389,2138
4692,28487,2275
4693,30269,1562
4694,31617,1785
4695,32402,1754
4696,32767,2375
4697,32753,3065
4698,32498,2311
4699,32128,2030
4700,31084,2382
4701,29735,2420
4702,28288,2299
4703,25894,2029
4704,23549,1690
4705,21564,1495
4706,20156,1810
4707,19082,1767
4708,18419,1365
4709,18240,1088
4710,18884,1809
4711,19842,1070
4712,21056,1977
4713,22485,1888
4714,24596,1610
4715,27224,2463
4716,29428,1765
4717,31222,2518
4718,32482,2944
4719,32961,1882
4720,33055,2188
4721,33031,3247
4722,32865,2970
4723,32390,2789
4724,31330,2346
4725,30060,2325
4726,28800,1724
4727,26409,1407
4728,24126,1229
4729,22273,2101
4730,20918,1228
4731,19800,1889
4732,19110,1491
4733,18947,1006
4734,19404,1505
4735,20399,1742
4736,21678,1400
4737,23363,1933
4738,25420,1986
4739,27812,1667
4740,29909,2539
4741,31517,2000
4742,32599,2880
4743,33134,2174
4744,33145,1966
4745,32596,1755
4746,31935,1896
4747,31206,1793
4748,29979,2679
4749,28716,2191
4750,27792,1978
4751,25711,1739
4752,23568,2206
4753,21760,1546
4754,20465,1519
4755,19548,1614
4756,18988,1029
4757,18864,1153
4758,19423,1352
4759,20349,1573
4760,21645,1510
4761,23118,1195
4762,24887,1485
4763,27111,1939
4764,29121,1804
4765,30665,2344
4766,31989,3109
4767,32713,2344
4768,32657,2387
4769,32074,2827
4770,31435,2379
4771,30695,2984
4772,29404,2229
4773,28268,1880
4774,27189,1399
4775,25097,1435
4776,22910,2159
4777,21195,1633
4778,19966,1484
4779,19008,1490
4780,18446,1236
4781,18265,1197
4782,18726,1860
4783,19531,1788
4784,20708,1196
4785,22276,1595
4786,24165,1667
4787,26408,1344
4788,28462,1551
4789,30222,2490
4790,31658,2958
4791,32628,2763
4792,33095,2223
4793,33094,2053
4794,32922,2637
4795,32218,1889
4796,30926,2290
4797,29486,1601
4798,28364,2251
4799,26252,2466
4800,24087,2005
4801,22142,1858
4802,20764,1345
4803,19644,1664
4804,18810,1006
4805,18327,1410
4806,18170,1453
4807,18126,1140
4808,18926,1423
4809,20760,1998
4810,22886,1657
4811,25103,2402
4812,27089,1954
4813,28522,2280
4814,29123,2281
4815,29943,2688
4816,29081,2277
4817,29181,1809
4818,29115,2594
4819,28854,1457
4820,28042,1828
4821,26934,1488
4822,25981,2388
4823,24164,2219
4824,22286,1905
4825,20610,2050
4826,19425,1022
4827,18467,1787
