Hour,Demand,Reserves
6394,20228,1630
6395,21630,1908
6396,23146,1824
6397,24468,1301
6398,25850,2148
6399,26867,1788
6400,27534,2130
6401,28068,1800
6402,27701,1428
6403,26572,1981
6404,25302,1352
6405,23932,2007
6406,21954,1442
6407,19715,1496
6408,17663,1511
6409,16219,1591
6410,15286,1114
6411,14697,771
6412,14373,761
6413,14453,1308
6414,15385,1231
6415,17201,1417
6416,17787,1559
6417,18148,1787
6418,18905,1805
6419,20038,1078
6420,21367,2130
6421,22903,1518
6422,24604,1442
6423,26065,2500
6424,27077,2539
6425,27791,1948
6426,27735,2070
6427,26927,2536
6428,25859,2082
6429,24605,1302
6430,22730,1467
6431,20531,1110
6432,18589,1429
6433,17180,1002
6434,16171,923
6435,15509,1158
6436,15168,820
6437,15249,1160
6438,16193,954
6439,18112,966
6440,18877,1271
6441,19408,1927
6442,20293,1254
6443,21748,1461
6444,23370,1451
6445,25259,2264
6446,27190,2562
6447,28637,1980
6448,29466,1813
6449,29795,1739
6450,29518,2858
6451,28625,2197
6452,27789,2512
6453,26684,2404
6454,24737,1416
6455,22586,2252
6456,20549,1340
6457,18894,1282
6458,17721,1768
6459,16882,1613
6460,16381,1318
6461,16276,831
6462,17011,1616
6463,18663,964
6464,19324,1542
6465,19863,1296
6466,20874,1474
6467,22269,1684
6468,23762,1549
6469,25295,1985
6470,26895,2002
6471,28175,2703
6472,28932,2054
6473,29186,2341
6474,28710,2730
6475,27400,1642
6476,26388,2119
6477,25276,1764
6478,23699,2177
6479,22046,1154
6480,20251,1626
6481,18722,1278
6482,17576,1243
6483,16752,1106
6484,16193,1358
6485,15911,958
6486,15934,1076
6487,16408,1226
6488,16812,1332
6489,18059,1539
6490,19746,1172
6491,21438,1324
6492,22829,1927
6493,24191,1768
6494,25405,1511
6495,26551,1361
6496,27330,1468
6497,27596,1578
6498,27279,2533
6499,26226,1422
6500,25291,1296
6501,24066,1964
6502,22474,1756
6503,20800,1972
6504,19122,1432
6505,17621,1535
6506,16524,1254
6507,15781,1236
6508,15227,1458
6509,14949,974
6510,14919,930
6511,15231,1429
6512,15591,1354
6513,17024,1560
6514,19005,1880
6515,21146,1426
6516,23471,2266
6517,25731,1528
6518,27651,1755
6519,28844,2339
6520,29533,1966
6521,29915,2226
6522,29735,2690
6523,28598,2796
6524,27666,2692
6525,26425,2489
6526,24479,2234
6527,22441,1761
6528,20552,1121
6529,18995,1421
6530,17834,1027
6531,17101,1230
6532,16657,1038
6533,16716,1594
6534,17632,1289
6535,19419,1518
6536,20239,1251
6537,20643,1961
6538,21448,2061
6539,22527,1811
6540,23900,1787
6541,25286,1345
6542,26902,1947
6543,28090,1771
6544,28864,1662
6545,28853,1644
6546,28261,1902
6547,27299,2705
6548,26770,1342
6549,25658,1399
6550,23729,1453
6551,21621,1966
6552,19653,1089
6553,18075,1373
6554,17081,1030
6555,16383,882
6556,16039,1050
6557,16099,1452
6558,16977,1138
6559,18795,1647
6560,19529,1484
6561,19871,1913
6562,20675,1158
6563,21983,1923
6564,23496,1494
6565,25191,1319
6566,26892,2348
6567,28208,2202
6568,29109,2767
6569,29504,1627
6570,29257,1578
6571,28375,1634
6572,27575,2729
6573,26321,1724
6574,24295,2258
6575,22096,1902
6576,20036,1312
6577,18434,1455
6578,17363,1449
6579,16651,989
6580,16197,1368
6581,16233,1024
6582,17126,1574
6583,18933,1653
6584,19574,1748
6585,20102,1773
6586,21305,1386
6587,23417,2041
6588,25618,2421
6589,27890,2416
6590,29978,2495
6591,30964,2338
6592,31362,1876
6593,31474,2548
6594,31216,2661
6595,30389,2593
6596,29141,1681
6597,27663,1762
6598,25573,2027
6599,23252,1300
6600,21099,1251
6601,19300,1889
6602,18141,1408
6603,17253,936
6604,16746,1310
6605,16657,1616
6606,17420,1611
6607,19140,1372
6608,19792,1519
6609,20311,1756
6610,21706,1418
6611,23820,1528
6612,26238,1778
6613,28517,2557
6614,30402,2439
6615,31456,2072
6616,32102,1753
6617,32091,1934
6618,31692,3139
6619,30445,2501
6620,29193,1509
6621,27649,2259
6622,25482,2313
6623,23119,1578
6624,20954,2074
6625,19306,1568
6626,18040,1296
6627,17266,900
6628,16682,980
6629,16605,1459
6630,17318,1508
6631,18888,1581
6632,19347,1166
6633,19989,1670
6634,21390,1444
6635,23320,1728
6636,25353,1795
6637,27372,2580
6638,29201,2735
6639,30381,1847
6640,30848,2859
6641,30733,2190
6642,29811,1569
6643,28114,1805
6644,26755,2449
6645,25251,1758
6646,23475,1582
6647,21711,2148
6648,19712,1594
6649,18204,1140
6650,17003,1007
6651,16066,1177
6652,15378,772
6653,15022,821
6654,15030,1201
6655,15318,1233
6656,15631,1107
6657,16120,1480
6658,16601,1499
6659,16851,1622
6660,16944,1320
6661,16827,862
6662,16731,1093
6663,16580,1484
6664,16522,853
6665,16541,1589
6666,16626,1465
6667,16649,871
6668,17089,1341
6669,16790,1029
6670,16220,814
6671,15350,1233
6672,14372,1398
6673,13512,855
6674,12945,1208
6675,12569,915
6676,12344,690
6677,12294,658
6678,12468,794
6679,12893,1154
6680,13398,773
6681,14318,997
6682,15144,887
6683,15696,1276
6684,16246,904
6685,16990,1361
6686,17706,1642
6687,18333,1251
6688,18806,1287
6689,19214,1195
6690,19514,1090
6691,19501,1466
6692,20015,1952
6693,19603,1128
6694,18518,1397
6695,17134,1616
6696,15735,1374
6697,14662,874
6698,13953,1009
6699,13484,819
6700,13338,1063
6701,13569,856
6702,14549,1080
6703,16372,1575
6704,17190,1211
6705,17403,1047
6706,18133,1519
6707,19111,1045
6708,20124,1160
6709,21051,1617
6710,21871,1879
6711,22299,1365
6712,22775,1952
6713,23063,2285
6714,22984,1225
6715,22663,2215
6716,22848,1740
6717,22009,1263
6718,20596,1599
6719,18870,1365
6720,17238,890
6721,15893,1438
6722,15126,1121
6723,14634,1224
6724,14374,961
6725,14540,775
6726,15503,1395
6727,17382,1193
6728,18083,1776
6729,18302,1199
6730,18478,1542
6731,18757,1446
6732,18939,1238
6733,19004,1673
6734,18785,1368
6735,19009,1751
6736,18852,1493
6737,18835,1098
6738,18693,1160
6739,18922,1409
6740,19413,1808
6741,19009,1820
6742,17986,1391
6743,16577,917
6744,15221,1024
6745,14238,1260
6746,13637,755
6747,13308,799
6748,13190,835
6749,13389,1321
6750,14296,885
6751,16000,1117
6752,16826,1153
6753,16932,1388
6754,17118,1533
6755,17409,1113
6756,17663,1168
6757,18051,1585
6758,18616,1422
6759,19159,1233
6760,19669,1289
6761,20078,1185
6762,20197,1193
6763,19903,1910
6764,20065,1133
6765,19433,982
6766,18283,1485
6767,16706,1418
6768,15269,919
6769,14196,1104
6770,13554,1133
6771,13210,1079
6772,13013,1109
6773,13218,1129
6774,14130,1142
6775,15914,872
6776,16682,1511
6777,16805,1161
6778,17020,1002
6779,17273,1592
6780,17564,1178
6781,17847,1204
6782,18424,1142
6783,18950,1563
6784,19526,1594
6785,19942,1742
6786,20011,1798
6787,19626,1910
6788,19803,1369
6789,19161,1420
6790,17987,1162
6791,16460,1224
6792,14984,874
6793,13945,922
6794,13351,1016
6795,13003,1145
6796,12861,754
6797,12997,733
6798,13884,715
6799,15619,1319
6800,16298,854
6801,16509,1284
6802,16769,966
6803,17170,1672
6804,17468,1117
6805,17730,1644
6806,18446,1393
6807,19057,1874
6808,19584,1290
6809,20033,1709
6810,19926,1925
6811,19220,1156
6812,18977,1419
6813,18175,1319
6814,17154,1254
6815,16002,838
6816,14790,981
6817,13695,724
6818,13020,797
6819,12535,977
6820,12317,877
6821,12412,697
6822,12686,721
6823,13273,1122
6824,13868,1354
6825,14638,954
6826,15320,833
6827,15896,1334
6828,16490,1092
6829,17198,1114
6830,17918,1484
6831,18820,942
6832,19637,1832
6833,20223,2011
6834,20284,1779
6835,19670,1830
6836,19462,1387
6837,18677,1429
6838,17693,1024
6839,16526,1049
6840,15328,1152
6841,14236,771
6842,13436,807
6843,12979,1156
6844,12707,933
6845,12523,991
6846,12643,1206
6847,13049,1144
6848,13561,748
6849,14539,1331
6850,15531,1348
6851,16132,1305
6852,16596,1481
6853,16948,1599
6854,17207,1514
6855,17260,1193
6856,17343,1596
6857,17515,956
6858,17818,920
6859,18145,1309
6860,18544,1320
6861,18107,1516
6862,17173,1265
6863,16051,1473
6864,14935,1010
6865,13980,1263
6866,13427,1048
6867,13091,1242
6868,12993,802
6869,13235,797
6870,14193,733
6871,15986,1111
6872,16801,1678
6873,17055,1145
6874,17509,1095
6875,18004,1648
6876,18476,1681
6877,18956,1402
6878,19622,1521
6879,20172,1318
6880,20631,1274
6881,20943,1891
6882,20781,1691
6883,20247,1781
6884,20189,2004
6885,19217,1718
6886,17839,1693
6887,16254,1268
6888,14812,886
6889,13856,795
6890,13281,1008
6891,12969,835
6892,12871,1064
6893,13130,657
6894,14160,1229
6895,16001,1590
6896,16773,1505
6897,16819,1092
6898,16918,1291
6899,17086,1063
6900,17310,1114
6901,17653,1210
6902,18075,938
6903,18337,1601
6904,18466,1361
6905,18480,1655
6906,18439,1439
6907,18706,1315
6908,19193,1806
6909,18667,1257
6910,17614,1706
6911,16245,1381
6912,14902,1221
6913,13945,701
6914,13411,900
6915,13141,1214
6916,13017,1070
6917,13290,702
6918,14261,844
6919,16083,1468
6920,17107,1519
6921,17253,1474
6922,17505,1027
6923,17807,908
6924,17940,1206
6925,17961,1060
6926,18070,1256
6927,18098,1369
6928,18085,1362
6929,18177,1595
6930,18189,1265
6931,18244,1058
6932,18715,1718
6933,18173,1253
6934,17173,1271
6935,15862,1305
6936,14612,1302
6937,13580,943
6938,13255,1252
6939,13071,1039
6940,13079,1011
6941,13477,675
6942,14661,916
6943,16758,950
6944,17740,1356
6945,17741,1105
6946,17534,998
6947,17327,1404
6948,17077,1542
6949,16884,895
6950,16860,1346
6951,16713,1559
6952,16707,1386
6953,16870,1606
6954,17059,983
6955,17483,1580
6956,18371,1012
6957,18097,1131
6958,17326,1596
6959,16153,1353
6960,14990,1470
6961,14222,1356
6962,13866,741
6963,13719,1331
6964,13817,880
6965,14213,1106
6966,15424,1093
6967,17520,1353
6968,18448,1568
6969,18403,953
6970,17998,1414
6971,17554,1290
6972,17079,1515
6973,16710,1376
6974,16603,1366
6975,16458,1426
6976,16413,1014
6977,16518,1391
6978,16548,830
6979,16799,1233
6980,17249,1350
6981,16910,1526
6982,16407,1050
6983,15649,1373
6984,14764,1186
6985,14021,710
6986,13621,721
6987,13474,1187
6988,13454,1273
6989,13659,1238
6990,14188,891
6991,15020,1471
6992,15863,1454
6993,16585,1500
6994,16815,1177
6995,16687,1104
6996,16400,1058
6997,16085,1154
6998,15885,1361
6999,15683,1527
7000,15670,1090
7001,15836,1420
7002,16082,1482
7003,16576,1425
7004,16882,1200
7005,16584,1327
7006,15983,1375
7007,15125,761
7008,14298,1338
7009,13614,1275
7010,13121,1155
7011,12836,736
7012,12686,964
7013,12710,829
7014,12957,1071
7015,13479,1012
7016,14209,1132
7017,15052,962
7018,15689,941
7019,15866,1300
7020,15892,843
7021,16012,1433
7022,15918,1567
7023,16011,1273
7024,15990,1474
7025,16245,1269
7026,16634,1270
7027,17016,1338
7028,17614,1232
7029,17248,1466
7030,16382,1606
7031,15227,1364
7032,14128,729
7033,13295,1133
7034,12864,656
7035,12639,978
7036,12640,933
7037,13012,1105
7038,14114,852
7039,16066,1319
7040,17030,1523
7041,17208,875
7042,17273,931
7043,17444,998
7044,17558,986
7045,17687,1630
7046,17930,1336
7047,18024,905
7048,18111,1367
7049,18263,1022
7050,18371,1746
7051,18904,1442
7052,19442,1746
7053,18873,1792
7054,17832,894
7055,16428,1430
7056,15147,1482
7057,14238,845
7058,13705,1006
7059,13396,1228
7060,13303,1031
7061,13527,1182
7062,14530,1044
7063,16502,1367
7064,17541,1288
7065,17613,1064
7066,17829,897
7067,18113,1072
7068,18290,1076
7069,18456,1763
7070,18702,1343
7071,18923,1754
7072,19209,1482
7073,19447,1040
7074,19515,1247
7075,19529,1396
7076,19919,1614
7077,19292,1923
7078,18116,1155
7079,16615,1530
7080,15184,996
7081,14173,997
7082,13574,1099
7083,13317,1260
7084,13247,1029
7085,13567,1079
7086,14706,1358
7087,16814,920
7088,17787,1365
7089,17724,1349
7090,17586,1163
7091,17462,1589
7092,17275,1212
7093,17139,942
7094,17267,1657
7095,17304,1490
7096,17431,1210
7097,17616,1739
7098,17777,1071
7099,18035,976
7100,18643,1705
7101,18270,1685
7102,17441,1738
7103,16212,1427
7104,15125,1244
7105,14386,1207
7106,14083,988
7107,14024,1091
7108,14099,1296
7109,14646,971
7110,16023,1040
7111,18274,1562
7112,19307,1185
7113,19212,1441
7114,18576,1144
7115,18112,1471
7116,17689,962
7117,17385,1432
7118,17301,1200
7119,17311,1131
7120,17401,1652
7121,17497,1254
7122,17523,1180
7123,17937,920
7124,18613,1812
7125,18265,1525
7126,17393,1232
7127,16199,1596
7128,14982,1429
7129,14140,1000
7130,13698,891
7131,13490,1144
7132,13463,1281
7133,13832,733
7134,14856,909
7135,16716,1408
7136,17540,1391
7137,17530,926
7138,17617,1340
7139,17568,1569
7140,17504,1560
7141,17439,949
7142,17588,1389
7143,17647,1297
7144,17676,1575
7145,17719,1609
7146,17668,1187
7147,17830,1455
7148,17963,1053
7149,17449,1448
7150,16781,1273
7151,15842,1124
7152,14759,987
7153,13714,1236
7154,13195,1038
7155,12715,1254
7156,12591,1042
7157,12638,1262
7158,12961,884
7159,13598,1349
7160,14286,1253
7161,14993,1075
7162,15577,1307
7163,16065,1188
7164,16363,1632
7165,16731,1185
7166,16959,918
7167,17074,1354
7168,17168,1535
7169,17201,1341
7170,17266,1299
7171,17550,1694
7172,17759,1364
7173,17411,1638
7174,16802,1492
7175,16042,1071
7176,15124,1446
7177,14259,897
7178,13643,1199
7179,13331,858
7180,13210,1116
7181,13225,887
7182,13501,690
7183,14011,1008
7184,14790,892
7185,15740,1143
7186,16720,917
7187,17424,1691
7188,18005,1362
7189,18777,1403
7190,19399,1805
7191,20000,1551
7192,20435,1663
7193,20755,1398
7194,20733,1115
7195,20379,1514
7196,20424,1177
7197,19507,1580
7198,18213,1039
7199,16702,1623
7200,15156,1357
7201,14076,740
7202,13334,871
7203,12904,1222
7204,12751,854
7205,12956,1245
7206,14015,778
7207,15830,1522
7208,16751,1183
7209,16832,1147
7210,17165,1668
7211,17549,1719
7212,17820,1584
7213,18344,1394
7214,18902,1700
7215,19308,988
7216,19865,1812
7217,20106,1701
7218,20066,1839
7219,20039,1453
7220,20213,1742
7221,19416,1152
7222,18192,1007
7223,16610,1092
7224,15142,988
7225,14004,928
7226,13421,1251
7227,13106,947
7228,12997,976
7229,13237,867
7230,14252,952
7231,16161,1219
7232,17130,1465
7233,17183,890
7234,17371,1681
7235,17619,1118
7236,17787,1416
7237,17872,1730
7238,18051,1016
7239,18092,1174
7240,18088,1252
7241,18181,1406
7242,18291,1639
7243,18979,1093
7244,19396,1048
7245,18866,1685
7246,17843,1149
7247,16490,1031
7248,15131,1460
7249,14183,1240
7250,13577,995
7251,13282,719
7252,13175,1028
7253,13439,758
7254,14440,796
7255,16513,1469
7256,17546,1309
7257,17580,929
7258,17747,1319
7259,18039,1110
7260,18162,1631
7261,18284,1497
7262,18429,1669
7263,18432,1619
7264,18445,1483
7265,18580,1258
7266,18708,1327
7267,19308,1225
7268,19466,1795
7269,19066,1852
7270,18230,1517
7271,16940,895
7272,15762,1204
7273,14847,885
7274,14255,941
7275,13957,1290
7276,13939,937
7277,14204,1374
7278,15285,1440
7279,17338,1732
7280,18519,1496
7281,18756,1372
7282,19238,1114
7283,19820,1826
7284,20263,1770
7285,20716,2009
7286,21255,1538
7287,21575,1664
7288,21729,1711
7289,21673,1370
7290,21342,1678
7291,20862,1827
7292,20648,1034
7293,20078,1167
7294,19014,1674
7295,17421,1469
7296,15804,1398
7297,14630,1212
7298,13902,1168
7299,13575,766
7300,13533,896
7301,13892,850
7302,15170,1193
7303,17271,990
7304,18633,1045
7305,18864,1132
7306,18557,1799
7307,18176,1206
7308,17647,1614
7309,17087,1024
7310,16827,1383
7311,16485,877
7312,16299,1525
7313,16398,1095
7314,16704,1582
7315,17330,1461
7316,17907,1528
7317,17801,1691
7318,17573,1743
7319,17051,1050
7320,16343,1543
7321,15777,805
7322,15473,979
7323,15425,1013
7324,15561,1276
7325,15879,1545
7326,16575,1574
7327,17576,1011
7328,18650,1004
7329,19414,1273
7330,19107,1371
7331,18136,1242
7332,17206,1226
7333,16360,893
7334,15748,1423
7335,15377,1101
7336,15228,1357
7337,15324,1256
7338,15675,1472
7339,16388,941
7340,17040,1463
7341,16951,1512
7342,16701,923
7343,16227,1119
7344,15632,1509
7345,15105,1292
7346,24614,2142
7347,20731,1420
7348,15438,1306
7349,15895,1019
7350,16674,1173
7351,17751,1032
7352,18847,1801
7353,18867,1598
7354,17971,1213
7355,16937,1421
7356,16119,1147
7357,15714,1301
7358,15417,1116
7359,15249,1405
7360,15352,853
7361,15901,1400
7362,17234,1492
7363,18252,1703
7364,18327,1226
7365,18209,1075
7366,17685,1234
7367,17022,1027
7368,16490,1055
7369,16233,1408
7370,16342,1335
7371,16570,1348
7372,16987,871
7373,17856,1643
7374,19692,1241
7375,22007,1986
7376,22517,1754
7377,21391,1798
7378,19955,1630
7379,18965,1779
7380,18316,1025
7381,17945,927
7382,17720,922
7383,17572,1555
7384,17599,1121
7385,17944,1755
7386,19191,1616
7387,19857,1779
7388,19581,1240
7389,18955,1765
7390,17953,1121
7391,16780,1034
7392,15770,1409
7393,15126,1393
7394,14794,843
7395,14687,1189
7396,14741,1306
7397,15212,893
7398,16491,1403
7399,18399,1370
7400,18910,1506
7401,18623,1037
7402,18293,1727
7403,17949,1572
7404,17583,1550
7405,17288,1168
7406,17393,1119
7407,17277,1642
7408,17356,1065
7409,17532,974
7410,18283,1703
7411,19032,1683
7412,18769,1742
7413,18124,958
7414,17266,1333
7415,15955,1186
7416,15009,1148
7417,14339,1265
7418,13989,1334
7419,13924,887
7420,14062,1322
7421,14561,1375
7422,15901,1329
7423,18032,1470
7424,18622,1605
7425,18266,1534
7426,17763,1492
7427,17564,1431
7428,17170,908
7429,17092,1123
7430,17100,1498
7431,17048,856
7432,17041,1542
7433,17293,1703
7434,18173,1049
7435,18950,1094
7436,18709,1771
7437,18309,1211
7438,17530,1481
7439,16463,1260
7440,15563,1298
7441,15018,1470
7442,14847,1233
7443,14847,823
7444,15011,950
7445,15596,1168
7446,16970,954
7447,19027,1394
7448,19529,991
7449,18990,1695
7450,18317,1399
7451,17818,1725
7452,17433,1740
7453,17239,1104
7454,17393,1581
7455,17363,1220
7456,17338,1267
7457,17656,1552
7458,18555,1019
7459,19013,1499
7460,18716,979
7461,18196,1756
7462,17278,1357
7463,16015,1069
7464,14919,864
7465,14110,732
7466,13697,1260
7467,13509,1347
7468,13571,729
7469,14056,881
7470,15367,1119
7471,17593,1689
7472,18465,1697
7473,18597,1709
7474,18430,1273
7475,18251,1453
7476,17852,922
7477,17471,1707
7478,17283,1618
7479,17129,915
7480,17238,1244
7481,17948,1451
7482,19513,1314
7483,20332,1394
7484,20393,1661
7485,20371,1774
7486,20163,1700
7487,19677,1469
7488,19142,1820
7489,18888,1389
7490,18874,948
7491,19084,1112
7492,19452,1804
7493,20023,1525
7494,20930,1996
7495,22023,1116
7496,22823,1675
7497,22554,1941
7498,21378,1804
7499,20147,1881
7500,18964,1433
7501,17918,1472
7502,17172,1051
7503,16704,1228
7504,16666,1111
7505,17247,1385
7506,18750,1368
7507,19717,1375
7508,20015,1685
7509,20243,1314
7510,20179,1170
7511,19828,1778
7512,19484,1239
7513,19225,1375
7514,19191,1906
7515,19354,1571
7516,19575,1817
7517,19960,1382
7518,20567,2021
7519,21359,1597
7520,21936,1467
7521,21403,1480
7522,19795,1475
7523,18191,1475
7524,16934,995
7525,16282,1370
7526,15747,1277
7527,15490,1422
7528,15472,910
7529,15960,1371
7530,17187,957
7531,17939,1326
7532,17873,1249
7533,17781,1594
7534,17285,1279
7535,16647,1530
7536,16030,839
7537,15651,1331
7538,15545,1509
7539,15659,844
7540,15968,1345
7541,16666,1257
7542,18032,1443
7543,19830,1339
7544,20657,1704
7545,20351,1982
7546,19617,1601
7547,18792,1714
7548,18010,970
7549,17514,887
7550,17280,925
7551,17087,1062
7552,17104,1508
7553,17406,1686
7554,18546,965
7555,19269,1453
7556,19053,1798
7557,18575,1504
7558,17704,1579
7559,16521,871
7560,15374,926
7561,14668,1194
7562,14247,961
7563,14098,1345
7564,14098,951
7565,14547,1279
7566,15799,960
7567,17826,1365
7568,18682,1436
7569,18962,1082
7570,19289,1761
7571,19718,1739
7572,20059,1350
7573,20340,1337
7574,20476,1043
7575,20476,1065
7576,20634,1126
7577,21601,1503
7578,23388,2029
7579,24583,1530
7580,24787,2446
7581,24801,2254
7582,24315,2012
7583,23149,1624
7584,22841,1686
7585,22682,1856
7586,22727,1871
7587,23033,1747
7588,23512,1853
7589,24357,1315
7590,26072,2244
7591,28146,2215
7592,28367,2734
7593,27429,2670
7594,26134,1627
7595,24755,1588
7596,23510,1648
7597,22376,1876
7598,21611,1831
7599,21098,1493
7600,21230,1605
7601,22261,1649
7602,24374,2397
7603,25831,2203
7604,26275,1668
7605,26322,2465
7606,25890,2566
7607,25078,1866
7608,24378,1854
7609,24010,1726
7610,24056,2326
7611,24192,2079
7612,24353,1666
7613,24872,2150
7614,26148,2426
7615,27721,2001
7616,27599,2680
7617,27024,1420
7618,25957,2445
7619,24936,2376
7620,23722,1945
7621,22779,1195
7622,22346,1138
7623,21912,1622
7624,21841,1791
7625,22320,1356
7626,23349,1770
7627,23663,2263
7628,23448,1835
7629,22885,1897
7630,21874,1617
7631,20659,1514
7632,19523,1401
7633,18807,1069
7634,18422,1089
7635,18318,1291
7636,18405,1262
7637,18812,1294
7638,20028,1799
7639,21965,2010
7640,22523,1389
7641,22389,1308
7642,22161,2015
7643,21892,1666
7644,21578,1500
7645,21113,1739
7646,20800,1581
7647,20405,1216
7648,20237,1446
7649,20531,1262
7650,21387,1435
7651,21508,1226
7652,21093,1136
7653,20652,2045
7654,20008,1489
7655,19096,1608
7656,18153,1494
7657,17506,1021
7658,17087,1496
7659,16924,1545
7660,16906,935
7661,17129,1527
7662,17713,971
7663,18562,1028
7664,19297,1717
7665,20126,1179
7666,20455,1285
7667,20246,1114
7668,19790,1586
7669,19172,1007
7670,18714,1069
7671,18437,1100
7672,18503,1839
7673,18964,1172
7674,20137,1803
7675,20561,1104
7676,20418,1333
7677,20228,1453
7678,19796,1900
7679,19144,1910
7680,18424,1604
7681,17834,908
7682,17499,903
7683,17349,911
7684,17361,1171
7685,17557,1269
7686,18016,1731
7687,18731,1448
7688,19433,1943
7689,20122,1220
7690,19907,1909
7691,18994,1874
7692,18121,1342
7693,17602,1442
7694,17098,1125
7695,16757,1547
7696,16791,1450
7697,17425,1579
7698,18901,1085
7699,19646,1868
7700,19675,1687
7701,19453,1336
7702,18731,1792
7703,17724,1308
7704,16833,1014
7705,16268,928
7706,16021,1421
7707,15994,1435
7708,16178,1221
7709,16777,1119
7710,18269,1645
7711,20494,1266
7712,21174,1925
7713,21070,1933
7714,20925,1846
7715,20802,1429
7716,20579,1808
7717,20386,1481
7718,20281,1025
7719,20005,1001
7720,19954,1387
7721,20399,1650
7722,21576,1972
7723,21976,1143
7724,21737,1499
7725,21082,1425
7726,20310,1639
7727,19076,1263
7728,17676,963
7729,17184,1054
7730,16817,1355
7731,16662,854
7732,16714,1131
7733,17216,872
7734,18470,1470
7735,20535,1278
7736,21098,1675
7737,20888,1282
7738,20495,1510
7739,20041,1472
7740,19638,1545
7741,19012,1896
7742,18654,1048
7743,18349,1462
7744,18284,988
7745,18847,1133
7746,20275,1833
7747,21100,2011
7748,21145,1923
7749,20853,1699
7750,20072,1419
7751,18840,1672
7752,17765,1202
7753,17105,1019
7754,16845,1118
7755,16803,1628
7756,17038,1497
7757,17705,1752
7758,19222,1349
7759,21624,1636
7760,22293,1736
7761,21436,1704
7762,20139,1865
7763,19213,1025
7764,18522,1018
7765,17967,1463
7766,17712,1074
7767,17481,1413
7768,17539,1371
7769,18128,1654
7770,19593,1574
7771,20518,1592
7772,20653,1207
7773,20608,1120
7774,20127,1900
7775,19191,1377
7776,18416,1433
7777,18053,1794
7778,17967,992
7779,18149,988
7780,18609,1537
7781,19471,1903
7782,21270,2067
7783,23805,1295
7784,24543,2056
7785,23344,1216
7786,21422,1962
7787,20025,1919
7788,18930,1866
7789,18202,1059
7790,17884,1585
7791,17603,1485
7792,17669,1697
7793,18144,1113
7794,19565,1524
7795,20232,1154
7796,20231,1129
7797,19959,1752
7798,19246,1010
7799,18088,1619
7800,17085,1196
7801,16467,1157
7802,16180,1389
7803,16062,994
7804,16154,1573
7805,16618,943
7806,17761,1516
7807,19695,1865
7808,20170,1578
7809,19871,1800
7810,19327,1685
7811,18989,1473
7812,18458,1689
7813,17885,1785
7814,17517,985
7815,17180,1615
7816,16993,1687
7817,17297,1327
7818,18324,1004
7819,18579,1825
7820,18250,1822
7821,17910,1127
7822,17334,1299
7823,16464,1018
7824,15534,1056
7825,14734,886
7826,14270,1314
7827,14044,1235
7828,13972,1101
7829,14139,1271
7830,14618,1240
7831,15369,958
7832,16214,902
7833,17158,1142
7834,17883,1117
7835,18373,1078
7836,18524,1491
7837,18428,1644
7838,18311,1568
7839,18147,1256
7840,18238,1602
7841,18528,1502
7842,19288,984
7843,19172,1297
7844,18781,1470
7845,18263,914
7846,17555,1080
7847,16649,1178
7848,15824,1369
7849,15010,855
7850,14590,1034
7851,14476,1092
7852,14571,923
7853,14920,1083
7854,15542,949
7855,16454,1344
7856,17408,1298
7857,18124,1387
7858,17979,1211
7859,17372,1384
7860,16726,1318
7861,16489,1549
7862,16136,1020
7863,15887,1116
7864,16048,1107
7865,16644,900
7866,18366,1333
7867,19363,1920
7868,19708,1181
7869,19811,1945
7870,19409,1167
7871,18741,1174
7872,18140,1647
7873,17806,1471
7874,17928,1483
7875,18254,1799
7876,18787,1266
7877,19817,1655
7878,21590,1829
7879,24228,1991
7880,25068,1551
7881,23909,1826
7882,21945,1500
7883,20317,1627
7884,19129,1020
7885,18266,1035
7886,17795,1009
7887,17577,1496
7888,17439,1459
7889,17930,1369
7890,19381,994
7891,20407,1576
7892,20646,1856
7893,20599,1412
7894,20056,1049
7895,19166,1006
7896,18347,1558
7897,17973,1187
7898,17968,906
7899,18178,997
7900,18607,1588
7901,19472,1346
7902,21207,1098
7903,23565,2257
7904,24301,1934
7905,23272,1815
7906,21389,1311
7907,19909,1192
7908,18816,1457
7909,18144,1773
7910,17793,1096
7911,17526,1037
7912,17441,889
7913,17788,1055
7914,19044,1003
7915,19557,1867
7916,19476,1413
7917,19267,1887
7918,18619,1124
7919,17675,1013
7920,16659,1482
7921,15912,1326
7922,15461,1080
7923,15268,1241
7924,15262,946
7925,15642,1098
7926,16626,994
7927,18005,1264
7928,18933,1198
7929,19256,1879
7930,19396,1623
7931,19376,1890
7932,19159,1488
7933,18760,1697
7934,18508,1525
7935,18143,1182
7936,17913,1621
7937,17924,1744
7938,18720,1429
7939,19008,1329
7940,18718,1506
7941,18322,1169
7942,17740,1759
7943,16783,1360
7944,15719,1533
7945,14977,1254
7946,14584,791
7947,14461,1271
7948,14596,1243
7949,14946,878
7950,15700,1184
7951,16638,1082
7952,17617,1358
7953,18466,935
7954,18487,1339
7955,18274,1530
7956,17763,900
7957,16812,1321
7958,15803,943
7959,15080,1299
7960,14744,1200
7961,14723,1392
7962,15410,1509
7963,15815,1392
7964,16016,852
7965,16207,1617
7966,16209,1385
7967,15928,916
7968,15518,1322
7969,15133,1460
7970,14905,909
7971,14962,1495
7972,15190,981
7973,15717,1170
7974,16615,937
